Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE,Absolute score (sig.score)
INS.B.002.ST,0,0.0202948112002095,0.000889986375998166,0.270086815500157,0,0.0713858701905959,0,0.230099388269706,0,0,0,0.285694997085918,0.11964045106448,0.104425782248958,0.018075427866469,0.644543837336761,0,0,0,0.293467780024113,0.00644209199894179,0.00445745039213177,0.24,0.0577412324956072,1.08298664025616,2.06950468955444
INS.B.003.ST,0.0205440595703063,0.0423296984541502,0.228054494681503,0.717343325122438,0,0.532355836344981,0.0178697750923837,0.595475087528698,0,0.273105419567208,0,0.357026887893579,0.0853830946059974,0.92925722903432,0.238963080285653,2.34081005706157,0.0567324676158613,0,0,1.28873823687731,0,0,0.24,0.0578645024764516,1.07417632698488,7.72398874973595
INS.B.011.ST,0.227397629133631,0,0,0.126182358313752,0,0.358064003863002,0,0.366210357293003,0,0.0254725010318465,0,0.117068816398399,0,0,0.446559341897851,1.07876824158922,0,0,0.9033396606494,0,0,0.0582869010139389,0.14,0.0746403051326155,1.05530840845175,3.70734981118404
INS.B.014.ST,0.485387823621708,0,0.193210142742917,0.627463805160673,0,0.512582897643682,0.101245185226228,0.149417635089344,0,0,0.0234347948482357,0.136834619465175,0.0736504489562744,0.0900098692986885,0.1770281569293,0.741899739343335,0.01884065768292,0.0423028354050445,0,0.958728097490257,0.0082758603195271,0.0914102205968062,0.02,0.241139357613777,0.991434792261507,4.43172278982011
INS.B.015.ST,0.863979411221082,0,0.932486644233754,3.15062622968866,0,1.96486865124466,0,3.33621637116172,0,0,0,2.57303867931852,1.29925511335469,0.806049324932829,0.761161008617775,4.0335112705817,0.251519003371791,0,0,2.60130984542216,0,0.242111607563201,0.07,0.105095109867098,1.05137388434644,22.8161331607126
INS.B.024.ST,2.48200407097227,0.372197646084701,0,0.979737409623519,0,3.00710255793375,0.683314804528878,0.140740461133447,0,0.407405919058464,0.107030263872212,0,0.0526093224099925,0.407210765141021,0.291960580895866,0.884437670304099,0,0.0767298766304854,0,0.364431012650065,0,0,0,0.329982112283595,0.956488254819593,10.2569123612388
INS.B.026.ST,0.0636651954133825,0.161651415150582,0,1.77508006366507,0,0.451539855966208,0.743270346326633,0.18242438747853,0,0,0.0701195736662251,0.31346653016525,0.53881547485545,0.312944260839254,0.131441145971429,1.71997176556325,0.00322844584657135,0.0298542191912653,0.740381191267574,0,0,0.00969538432674153,0.0600000000000001,0.12122686607222,1.03277107940284,7.24754925569342
INS.C.001.ST,0,0.00573970713309773,0.00292010551161174,0.162862433920308,0,0.114392771634731,0,0.197464806682873,0.00398304484310012,0,0,0.376587828962999,0.116622265002262,0.0437434828447778,0.0393698431088643,0.682963384577125,0,0.0395854856099896,0,0.789604395527588,0,0.012809962244222,0.01,0.280003996823279,0.997977206981813,2.58864951760355
INS.C.002.ST,0.154103534119565,0,0.183473244864679,0.685821636232852,0,0.590676548009939,0.122622928502464,0.368450438785005,0,0,0,0.400937239919389,0.122772697013047,0.0301494863522044,0.137670471700727,1.09859102445163,0.0742227559699882,0.221638256697502,0,1.8431380961143,0.0280963674077943,0.117279961811666,0.11,0.0868818108063165,1.07676867267928,6.17964468795275
INS.C.003.ST,0.475639232721954,0,0.444741594859605,0.30183069864471,0,1.43496717795445,0,0.544784185068466,0,0,0,0.278412320365655,0.255671560035151,0,0.690303373841723,2.29721034388447,0.288343782193585,0.161481121658536,0,4.66600458751241,0,0.0276048447957633,0.12,0.0828068536107704,1.10124578096102,11.8669948235365
INS.C.004.ST,0.0964045990082007,0.531789191395901,0.13742746219655,0.900653301712213,0,0.227235574082315,0.127290819971185,0.510694758819174,0,0.272390744457682,0,1.31675224469146,0.330869457361443,0.351544511394094,1.69661936379333,1.2166193179626,0,0,0,0.788282570760249,0,0.0791415705011506,0.07,0.115330927572065,1.07399338789536,8.58371548810755
